"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"11470",5,0,0,0,0,6,0,0,0,0,10,0,5,0,6,0,0,0,0,9
"11471",12,5,0,0,0,6,10,8,0,0,0,5,4,6,0,0,0,0,0,9
"11472",0,0,0,6,9,7,4,0,0,5,8,0,5,0,0,9,11,15,11,14
"11473",0,0,0,0,0,0,4,7,0,0,7,0,0,0,0,7,6,4,0,0
"11474",0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,9,8,12
"11475",0,0,8,0,8,5,4,0,0,0,14,12,7,0,6,0,0,7,10,0
"11476",0,0,5,0,0,4,0,9,0,8,7,12,6,4,0,0,11,15,20,7
"11477",7,4,0,0,10,0,0,7,0,4,11,0,0,0,0,4,0,5,0,0
"11478",0,3,0,0,0,0,0,0,6,9,9,7,0,3,5,0,10,13,5,0
"11479",0,0,0,0,6,0,0,0,9,3,0,0,7,8,8,0,0,0,0,0
"11480",12,2,0,0,0,0,0,11,8,11,0,0,0,7,9,4,9,10,10,0
"11481",9,7,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3
"11482",0,0,0,0,0,0,0,0,0,9,8,9,0,0,0,0,0,7,7,5
"11483",0,9,0,4,0,8,11,9,2,0,6,0,6,8,0,0,0,8,0,0
"11484",0,2,7,5,7,0,8,10,6,13,0,0,0,0,0,0,0,6,8,0
"11485",0,0,9,8,0,0,0,9,11,7,0,0,0,6,0,5,0,5,0,0
"11486",0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,6,12,13,6,0
"11487",0,0,5,3,0,0,0,0,8,8,0,10,3,4,5,0,0,0,0,0
"11488",11,8,11,8,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,4
"11489",0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8
"11490",0,0,9,7,11,6,6,15,11,0,10,13,0,5,0,0,0,0,0,0
"11491",11,5,0,0,0,0,4,0,0,0,8,11,7,5,0,0,5,12,21,7
"11492",0,8,13,10,13,7,4,7,0,8,0,0,0,0,0,0,0,0,6,0
"11493",13,5,0,0,10,0,0,0,0,5,0,5,1,4,7,11,12,13,13,8
"11494",0,7,13,7,11,7,3,0,0,3,9,7,8,8,9,0,0,0,0,0
"11495",8,8,0,0,0,0,0,0,0,8,0,5,4,0,6,5,11,0,0,0
"11496",0,0,0,0,8,6,0,0,0,7,0,0,7,7,9,0,0,0,8,3
"11497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"11498",0,0,0,0,0,0,0,0,0,8,13,17,7,8,9,1,5,0,0,0
"11499",4,8,11,9,0,0,8,10,10,12,12,11,8,0,0,10,12,0,0,0
"11500",0,4,7,0,8,9,7,4,5,0,5,0,0,0,0,0,0,0,0,0
"11501",0,0,0,0,0,0,0,10,9,12,4,9,8,0,0,0,0,6,5,0
"11502",8,4,5,0,0,0,0,0,0,0,4,7,11,7,11,7,7,5,3,10
"11503",7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
"11504",9,9,4,0,0,0,0,8,13,15,8,6,0,0,0,0,6,0,0,0
"11505",9,11,7,0,3,6,0,8,11,9,0,0,0,3,0,0,0,0,0,0
"11506",0,0,0,2,6,7,0,9,0,0,7,8,0,0,0,5,0,0,3,6
"11507",0,0,0,6,2,0,0,8,5,11,5,6,4,10,9,13,15,16,8,11
"11508",0,0,0,0,0,0,0,0,3,0,6,4,5,0,0,0,0,0,0,0
"11509",11,15,9,0,0,4,0,6,0,0,4,0,5,0,9,9,18,7,0,0
"11510",0,0,0,4,5,3,0,0,0,0,0,0,7,6,8,10,9,8,0,0
"11511",8,9,0,7,4,7,0,9,0,0,0,11,11,9,10,7,0,9,0,0
"11512",0,0,0,0,0,0,0,0,0,0,4,10,10,6,9,10,5,11,5,14
"11513",0,0,0,10,8,0,0,0,0,0,5,0,0,0,0,0,0,6,9,7
"11514",5,0,0,0,0,0,0,0,6,10,7,0,0,5,4,1,0,0,0,0
"11515",6,9,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,4,5,0
"11516",0,0,0,0,0,5,0,0,0,6,8,0,0,4,0,5,10,8,0,0
"11517",8,7,5,9,8,5,0,11,8,0,6,6,0,0,0,0,2,0,0,6
"11518",4,7,5,8,5,0,0,0,8,13,6,6,9,0,0,0,0,6,7,0
"11519",0,0,0,0,0,0,4,0,0,9,5,8,6,3,10,7,0,0,10,18
"11520",0,0,4,0,0,0,0,0,0,9,13,5,0,0,0,0,0,0,0,0
"11521",0,0,0,0,0,0,0,15,11,0,0,6,0,5,9,3,0,0,0,0
"11522",9,0,0,0,5,7,12,13,6,0,0,0,11,7,0,5,11,11,9,12
"11523",0,0,0,0,7,8,6,11,8,19,0,0,6,3,0,0,0,0,0,0
"11524",10,10,0,0,4,6,6,10,0,6,2,0,0,0,0,0,0,4,0,0
"11525",10,0,0,0,3,5,0,0,0,10,5,0,0,0,4,4,0,0,0,6
"11526",2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,4,13,8,0
"11527",0,0,0,10,8,0,0,0,0,0,0,0,7,11,5,6,0,0,7,0
"11528",0,0,4,0,0,0,0,0,0,0,0,0,1,11,13,11,8,10,11,8
"11529",8,0,0,9,4,0,0,0,0,6,6,0,4,0,0,0,0,0,0,0
"11530",0,0,5,9,0,6,0,0,4,10,9,4,0,0,0,4,0,0,3,8
"11531",0,0,0,0,0,0,0,0,13,12,0,0,0,0,10,6,9,9,6,0
"11532",9,0,0,0,0,0,0,0,1,0,0,10,0,0,8,9,5,6,0,9
"11533",0,7,14,0,0,0,0,0,0,0,0,4,0,0,11,9,6,0,5,11
"11534",4,0,0,0,0,0,0,4,0,0,0,0,0,0,9,1,0,0,0,0
"11535",0,0,0,0,0,0,0,4,9,0,7,0,7,7,7,2,0,0,0,7
"11536",0,0,9,0,0,0,5,5,0,0,0,0,0,8,9,7,10,13,0,7
"11537",7,0,11,12,9,7,10,7,14,9,0,0,0,0,0,0,0,8,5,8
"11538",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,5,6,7,7
"11539",0,0,0,0,0,0,0,0,0,0,11,14,3,0,0,0,0,0,0,0
"11540",3,5,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,10,0,0
"11541",10,11,8,10,5,5,0,6,7,0,9,0,0,9,0,7,6,6,7,9
"11542",10,6,10,7,6,9,7,5,0,0,0,0,0,0,6,0,0,6,0,8
"11543",13,10,0,0,4,4,0,0,0,0,6,5,0,0,10,4,0,0,0,0
"11544",7,13,8,9,8,6,6,5,0,0,0,0,0,0,0,0,0,0,0,10
"11545",0,0,0,10,0,0,11,7,12,0,7,0,6,0,0,0,0,0,0,0
"11546",0,0,0,8,5,0,0,0,0,0,0,0,0,0,14,8,7,10,6,7
"11547",0,8,0,0,0,0,0,0,0,0,0,0,5,11,16,4,8,10,7,8
"11548",0,0,0,0,0,0,0,0,0,0,8,9,0,0,7,0,5,9,2,7
"11549",0,0,0,11,11,8,0,0,0,0,11,0,0,0,0,0,0,0,6,7
"11550",0,0,0,0,0,0,9,2,0,0,8,6,0,0,11,0,0,9,0,6
"11551",0,0,8,0,0,0,6,0,0,9,0,0,7,5,0,0,0,0,0,8
"11552",0,0,0,0,0,5,4,0,0,7,0,0,0,0,8,10,12,4,0,0
"11553",13,11,15,12,5,3,0,0,0,0,0,7,0,11,5,0,16,5,9,9
"11554",0,0,8,0,0,0,0,0,0,0,7,0,7,0,9,11,10,8,2,7
"11555",10,5,12,7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11556",0,7,8,0,6,9,0,8,0,0,0,10,10,11,10,0,0,0,9,11
"11557",0,10,12,0,0,4,0,0,0,0,0,7,8,7,0,10,7,4,0,0
"11558",7,8,16,16,7,0,5,0,0,6,6,9,0,0,16,13,9,7,7,7
"11559",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"11560",10,8,10,5,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0
"11561",0,0,0,0,0,0,0,5,5,0,8,8,11,10,6,12,9,7,0,0
"11562",4,6,7,0,0,0,5,10,8,9,9,7,0,0,0,8,6,0,3,12
"11563",3,11,16,14,8,0,0,0,0,0,0,0,0,0,0,0,7,7,5,10
"11564",0,0,9,15,11,5,0,0,0,0,0,0,0,7,6,0,0,0,3,0
"11565",0,9,0,0,0,0,0,12,10,9,0,0,0,0,0,8,0,4,0,0
"11566",6,12,7,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0
"11567",9,0,0,4,6,4,13,10,12,12,0,0,0,9,0,0,0,0,0,7
"11568",15,10,0,0,0,0,0,6,11,8,0,6,0,0,0,0,0,0,5,8
"11569",0,0,0,0,0,0,0,6,3,0,0,0,9,7,7,10,6,6,0,0
"11570",0,5,0,6,0,0,0,6,11,11,0,0,0,0,0,8,9,8,6,0
"11571",3,8,11,6,8,0,0,5,0,7,0,0,0,0,5,5,11,7,0,9
"11572",0,4,0,6,5,8,4,0,0,0,5,9,10,12,9,0,7,7,4,10
"11573",0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,6,0,0
"11574",0,0,0,0,0,0,6,8,10,12,0,9,0,0,0,0,0,0,2,0
"11575",0,0,6,5,0,3,8,8,0,0,11,7,14,10,0,0,0,0,0,0
"11576",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
"11577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
"11578",0,0,0,0,6,4,7,7,13,12,10,0,0,0,0,9,3,3,7,9
"11579",8,7,0,11,0,8,0,0,0,0,3,3,0,0,0,0,6,9,12,14
"11580",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,5,0,0
"11581",0,0,0,0,8,9,7,7,5,0,9,9,11,8,7,0,0,3,0,0
"11582",11,6,0,10,4,9,9,6,0,9,5,0,0,0,0,0,0,0,0,11
"11583",0,0,6,9,6,0,0,0,0,0,7,11,12,6,10,6,6,0,8,13
"11584",0,0,6,12,6,0,7,11,10,15,0,0,0,0,4,0,6,0,7,0
"11585",0,7,10,13,10,0,0,6,12,10,0,0,0,7,5,0,5,6,0,8
"11586",0,2,0,0,0,0,0,0,0,0,0,5,10,9,8,5,0,0,0,0
"11587",4,7,14,9,6,8,0,5,0,0,0,0,0,0,0,5,0,0,0,0
"11588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"11589",0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,8,0,0,0,0
"11590",0,9,10,6,9,10,4,5,9,10,9,6,0,7,11,8,0,7,6,0
"11591",0,5,8,6,0,0,4,8,16,20,10,0,6,5,0,0,0,0,0,0
"11592",0,6,0,7,3,0,0,0,0,0,0,8,8,9,9,5,3,8,10,10
"11593",7,4,0,8,6,0,0,0,5,12,0,0,0,6,11,12,4,7,0,0
"11594",0,0,0,0,8,11,6,0,8,10,0,0,6,0,0,6,3,0,0,9
"11595",7,7,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"11596",5,0,0,0,0,0,6,8,0,0,0,0,0,0,6,5,0,0,0,0
"11597",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"11598",0,0,0,0,0,0,0,0,0,5,8,5,10,10,3,0,0,0,0,0
"11599",6,0,0,0,0,6,9,4,0,3,6,9,0,0,0,0,0,0,0,7
"11600",0,0,6,8,0,4,9,4,8,0,5,4,0,5,7,0,5,7,6,11
"11601",8,9,0,0,0,6,0,0,10,7,8,0,5,0,0,0,10,0,0,0
"11602",0,4,0,0,0,0,6,8,10,6,0,0,7,0,0,11,14,9,5,8
"11603",8,12,11,0,0,0,0,0,8,2,0,7,0,7,11,0,0,0,4,0
"11604",4,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,7,0
"11605",0,0,0,7,10,5,13,7,11,0,0,5,6,4,13,0,0,0,6,0
"11606",0,0,10,15,12,6,0,0,0,0,11,0,3,0,0,0,0,0,0,0
"11607",5,0,0,0,0,0,11,4,9,9,7,7,5,0,0,5,0,0,0,0
"11608",7,11,9,6,0,3,0,10,10,0,5,0,0,3,7,0,0,0,0,0
"11609",0,8,0,0,0,0,0,8,7,0,9,7,0,6,0,13,11,8,4,5
"11610",0,0,0,11,0,0,10,0,0,0,0,0,4,15,0,0,0,2,9,11
"11611",0,0,0,0,0,0,0,4,9,3,0,0,5,7,0,0,0,0,0,0
"11612",0,0,0,0,0,0,0,8,0,0,0,8,10,11,0,8,0,0,0,0
"11613",1,0,0,0,4,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
"11614",6,11,14,17,8,0,0,0,0,0,9,16,7,5,0,0,10,7,9,14
"11615",10,11,0,8,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"11616",0,0,11,0,8,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0
"11617",0,7,15,8,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
"11618",0,0,0,6,8,0,0,0,0,0,0,9,10,8,0,9,0,0,0,0
"11619",3,12,11,9,10,8,10,9,9,9,4,4,10,6,10,0,8,8,0,0
"11620",0,6,12,17,12,7,8,7,4,2,0,0,0,0,0,7,0,0,0,0
"11621",7,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"11622",0,8,10,13,15,7,0,0,0,0,0,0,0,0,6,10,7,0,3,7
"11623",7,8,11,9,11,6,8,9,10,4,0,0,0,0,0,0,0,0,0,0
"11624",0,8,10,10,8,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"11625",0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,14,10,0,0
"11626",10,7,5,10,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0
"11627",0,0,7,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0
"11628",6,8,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
"11629",0,0,0,0,5,9,13,9,11,0,0,0,0,7,0,0,0,0,0,0
"11630",11,7,8,8,9,8,0,0,0,7,5,3,0,0,0,0,7,8,12,4
"11631",5,0,0,6,6,5,0,0,0,0,0,0,10,8,5,8,0,13,11,0
"11632",0,0,11,0,0,8,15,12,14,10,3,3,14,7,0,9,8,0,0,0
"11633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11634",0,0,0,0,0,6,12,14,15,8,0,0,0,0,0,0,0,0,0,0
"11635",9,6,10,11,8,0,10,6,4,10,0,7,9,0,0,0,11,11,5,7
"11636",0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,11,0,0,0,0
"11637",13,6,0,10,7,5,9,6,3,0,0,9,0,0,6,6,8,0,0,0
"11638",0,0,0,0,4,0,0,5,9,18,5,0,0,0,0,0,0,0,0,0
"11639",0,0,0,0,0,0,6,6,0,0,0,8,0,4,11,8,0,11,11,7
"11640",0,0,5,6,6,0,0,6,0,4,0,0,0,0,11,6,0,0,0,9
"11641",0,0,10,5,0,0,0,2,0,0,10,4,0,0,9,0,0,0,0,0
"11642",2,5,8,0,8,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0
"11643",0,3,10,10,11,9,8,0,6,0,0,0,15,10,12,2,0,4,0,2
"11644",0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
"11645",0,0,0,0,0,0,0,3,8,6,8,9,13,8,7,0,9,7,10,0
"11646",0,5,10,9,5,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0
"11647",11,9,10,13,0,6,0,6,11,12,0,0,0,5,8,10,0,9,8,10
"11648",0,5,0,11,0,6,0,2,9,11,0,0,0,0,9,0,10,0,0,3
"11649",0,3,10,7,0,0,6,1,0,8,0,0,0,0,0,0,0,0,0,0
"11650",0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,6,8,0,0,0
"11651",7,0,0,0,8,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"11652",8,8,0,0,0,0,7,0,0,0,0,8,0,7,0,0,0,0,0,0
"11653",0,0,4,11,8,10,10,11,8,9,0,3,0,0,0,0,0,0,0,0
"11654",0,0,0,0,4,7,9,6,0,1,0,0,0,0,0,0,0,0,0,9
"11655",0,0,6,0,7,9,9,3,0,0,0,0,6,0,6,6,0,5,14,4
"11656",0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"11657",0,0,5,0,0,0,0,0,0,5,5,11,6,0,0,0,9,13,16,5
"11658",0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,7,0,0,0,0
"11659",8,15,10,0,0,0,0,0,0,0,0,0,7,8,7,8,6,0,0,0
"11660",6,5,4,0,0,0,5,6,0,5,0,0,0,0,0,0,7,0,7,0
"11661",4,11,7,4,5,8,9,0,0,0,1,0,4,6,0,0,0,0,0,5
"11662",4,10,3,0,4,8,0,0,0,0,9,11,4,10,8,5,0,0,9,7
"11663",0,0,4,0,3,10,6,7,0,0,0,6,0,0,0,0,0,9,0,0
"11664",0,0,0,3,0,4,10,0,4,12,0,0,8,5,7,11,9,10,0,0
"11665",13,10,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0
"11666",4,0,5,0,0,0,0,0,7,0,6,9,0,0,0,0,0,0,0,0
"11667",4,6,6,7,0,6,0,0,6,4,0,0,7,7,10,11,4,3,0,0
"11668",0,0,0,6,0,9,10,9,4,10,5,9,0,0,0,4,10,0,0,0
"11669",0,0,0,0,7,0,10,9,12,14,0,0,0,0,4,9,0,0,6,3
"11670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,10,15,5
"11671",0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,7,10,5,0,0
"11672",8,10,8,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
"11673",0,0,0,7,4,0,0,0,0,8,0,0,0,0,0,7,6,9,5,7
"11674",0,0,0,9,5,7,10,6,7,6,9,14,15,16,6,7,0,0,0,0
"11675",10,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
"11676",10,0,3,0,8,0,4,7,0,0,8,7,0,0,10,8,3,0,0,0
"11677",0,0,0,6,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,6
"11678",0,0,4,11,15,9,7,0,5,9,0,0,9,0,0,0,0,0,0,0
"11679",2,11,3,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,8
"11680",0,0,5,8,8,0,0,0,0,6,0,7,0,0,0,0,8,8,7,0
"11681",0,0,0,0,0,4,7,14,5,7,7,9,13,5,9,0,0,10,8,0
"11682",11,10,1,0,0,0,6,8,0,6,0,0,0,0,0,6,4,14,13,11
"11683",6,0,0,6,10,8,10,18,11,2,6,8,0,4,0,5,2,0,0,0
"11684",0,0,0,0,0,0,0,0,0,5,3,8,11,10,12,0,5,8,10,12
"11685",4,9,0,0,4,7,4,11,8,0,7,5,8,0,0,0,0,9,10,10
"11686",0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,10
"11687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7
"11688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11689",0,0,7,16,18,7,7,16,11,6,0,0,0,0,0,0,0,0,0,0
"11690",0,0,0,8,9,7,2,11,13,7,9,9,12,0,0,0,0,0,0,0
"11691",8,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"11692",10,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,0
"11693",0,0,0,0,9,9,0,0,4,0,0,0,0,0,0,0,0,8,11,10
"11694",6,7,0,0,0,0,5,3,0,5,0,6,11,0,0,0,0,0,0,2
"11695",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,0
"11696",0,4,4,0,7,8,5,0,4,7,0,0,0,0,5,0,10,12,3,3
"11697",5,0,2,4,5,0,4,0,0,0,0,0,8,3,9,7,8,11,9,9
"11698",0,8,0,0,0,7,0,0,6,2,0,9,10,0,12,10,4,10,10,0
"11699",7,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0
"11700",0,0,0,5,6,0,0,0,0,2,6,12,12,6,8,5,0,0,8,0
"11701",0,0,0,0,0,0,5,0,0,0,9,5,0,0,0,7,7,0,4,13
"11702",0,0,0,0,12,0,0,0,0,0,14,9,5,7,7,7,8,3,0,10
"11703",10,6,4,11,9,7,0,4,0,3,10,12,7,8,3,4,13,4,6,0
"11704",0,0,0,0,0,0,0,5,5,0,8,11,7,8,4,0,0,0,0,0
"11705",0,0,4,9,0,2,13,10,0,7,0,0,0,0,0,0,0,0,0,0
"11706",0,0,0,0,0,5,0,16,5,0,8,0,0,0,12,5,0,0,0,0
"11707",0,0,8,10,0,8,12,6,0,0,6,3,0,7,8,6,11,2,6,0
"11708",0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,11,5,7,13
"11709",0,0,10,10,12,4,0,10,10,10,11,0,0,3,0,6,12,9,0,6
"11710",0,0,3,0,0,0,0,0,0,5,0,7,6,3,8,0,10,3,0,0
"11711",5,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,10
"11712",7,4,0,0,0,0,0,0,0,0,12,12,6,6,8,4,14,5,6,12
"11713",0,6,0,0,9,10,10,0,0,0,10,6,8,6,8,10,15,10,0,0
"11714",0,0,0,0,0,0,0,0,8,9,10,11,5,6,8,8,0,0,0,0
"11715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11716",7,11,11,0,11,6,11,9,3,0,8,5,3,0,0,4,7,3,0,0
"11717",13,14,15,13,10,9,7,0,0,0,0,0,5,0,2,0,0,0,0,0
"11718",7,0,0,0,0,0,8,8,1,7,0,0,0,0,0,0,0,0,4,0
"11719",6,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0
"11720",0,0,4,8,10,12,10,0,6,0,0,9,5,7,6,5,8,9,5,15
"11721",0,0,0,0,0,0,0,10,0,8,8,0,2,4,11,12,14,8,5,9
"11722",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"11723",0,0,4,11,6,6,0,6,0,0,0,8,3,0,0,0,0,8,5,12
"11724",0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
"11725",0,0,0,0,10,5,0,0,0,0,10,6,0,0,8,6,11,7,5,10
"11726",6,4,0,0,0,0,3,3,8,12,5,0,0,0,0,0,3,0,12,8
"11727",0,8,18,17,9,8,0,0,7,16,0,0,7,3,0,0,0,0,9,0
"11728",0,0,9,9,8,10,7,0,0,0,6,7,10,4,8,13,5,5,0,8
"11729",0,0,0,0,0,8,11,5,8,11,7,0,0,0,0,0,0,0,0,0
"11730",0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,10,9,11,2
"11731",0,0,12,9,6,0,0,10,10,9,0,0,5,5,0,0,4,0,5,0
"11732",5,0,0,0,8,6,6,0,0,6,0,5,0,0,7,0,7,11,8,0
"11733",0,5,14,11,10,9,0,10,11,6,0,0,0,0,0,0,4,0,12,15
"11734",0,0,0,7,0,0,0,0,0,0,0,3,5,0,0,0,0,5,13,0
"11735",8,0,0,0,0,7,0,0,13,13,4,6,3,11,9,9,0,0,0,0
"11736",0,0,0,0,0,7,9,6,8,9,0,0,0,0,0,0,0,0,0,0
"11737",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"11738",4,9,12,14,0,0,0,0,0,0,0,3,0,0,0,0,0,9,12,8
"11739",0,4,8,0,12,10,2,9,7,12,0,0,8,7,9,11,8,8,0,0
"11740",0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,0,0,0
"11741",0,0,0,0,0,0,0,11,14,14,0,0,0,4,12,11,0,9,5,0
"11742",8,4,0,5,0,0,3,0,0,0,0,0,0,3,11,8,3,0,0,4
"11743",11,5,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,7,0,0
"11744",10,0,9,0,9,0,3,0,0,0,0,0,11,0,0,7,0,0,0,0
"11745",5,0,0,0,4,0,4,0,8,9,3,5,0,6,0,0,0,0,0,0
"11746",0,0,0,9,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0
"11747",5,6,14,11,8,9,0,0,0,0,0,4,0,0,0,0,0,5,9,6
"11748",0,3,0,0,0,0,0,0,0,0,4,6,0,0,5,0,7,5,12,13
"11749",11,8,0,12,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"11750",0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,2,10,12,13
"11751",11,10,10,6,4,0,12,10,3,8,8,6,10,3,0,0,0,0,0,0
"11752",0,0,0,6,0,0,11,5,0,0,3,3,0,0,0,0,0,0,8,7
"11753",0,0,0,0,0,8,0,0,0,4,0,2,0,0,0,0,0,0,6,7
"11754",0,5,13,7,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"11755",0,0,0,4,8,0,0,0,6,8,0,0,0,0,5,8,13,6,5,8
"11756",0,0,0,0,0,0,0,0,0,0,0,7,11,12,3,0,7,4,3,13
"11757",0,0,0,0,0,0,0,6,0,4,0,7,8,6,11,0,13,11,3,7
"11758",0,0,0,0,0,0,0,0,9,8,9,6,6,0,0,0,0,0,0,7
"11759",0,7,13,10,6,3,14,14,7,0,6,7,9,9,5,6,0,0,0,0
"11760",11,0,8,0,7,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0
"11761",9,6,0,0,0,0,10,0,10,10,6,0,0,0,0,3,12,5,5,0
"11762",9,6,10,9,7,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
"11763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
"11764",8,10,0,0,0,0,0,0,0,4,0,2,0,4,5,6,7,6,6,0
"11765",4,8,11,7,9,8,10,9,4,9,0,0,0,0,0,0,5,0,0,4
"11766",0,0,0,0,9,7,8,0,0,3,8,0,0,8,6,0,0,8,5,6
"11767",9,5,0,5,0,0,0,0,0,0,0,7,10,10,7,0,9,0,4,10
"11768",0,7,6,7,0,0,0,0,0,0,0,0,11,8,0,6,0,0,0,0
"11769",7,6,5,7,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0
"11770",0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,2,11
"11771",7,13,12,8,0,3,13,15,5,0,4,5,0,0,6,0,9,8,9,17
"11772",0,0,0,0,9,3,8,9,7,3,0,0,0,3,0,0,0,0,3,0
"11773",5,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,7,6,9
"11774",6,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,14,4,6,0
"11775",0,0,0,0,11,6,0,0,0,0,12,5,4,0,0,0,0,0,0,0
"11776",0,0,0,5,8,0,0,0,0,0,5,13,8,0,3,0,0,0,6,0
"11777",11,10,5,0,0,0,8,0,0,0,0,3,4,8,7,11,0,9,6,0
"11778",8,0,11,2,5,11,0,0,6,8,0,0,0,4,2,4,0,0,0,6
"11779",0,0,6,3,8,7,8,0,4,6,0,0,0,0,0,6,6,0,4,3
"11780",0,0,0,0,0,0,0,0,0,0,5,7,0,6,0,8,4,10,5,0
"11781",7,9,5,0,0,7,0,0,0,0,6,8,0,0,0,0,5,0,0,0
"11782",6,0,0,3,0,0,0,0,0,0,5,0,9,8,7,9,10,4,0,8
"11783",0,0,4,0,0,0,0,0,0,0,0,0,4,8,6,11,0,0,0,0
"11784",0,0,7,6,0,0,0,2,1,0,10,14,9,7,5,0,0,0,5,9
"11785",0,0,0,0,0,9,15,12,3,0,0,0,0,0,7,7,8,11,9,5
